Order ID,Sales,Profit,City,State,Customer Segment,Product Category
5696,2206.17,251.43,Port Saint Lucie,Florida,Consumer,Office Supplies
5696,621.12,190.53,Port Saint Lucie,Florida,Consumer,Office Supplies
5696,175.92,-93.41,Port Saint Lucie,Florida,Consumer,Technology
5697,371.68,-13.32,Reading,Pennsylvania,Home Office,Office Supplies
5698,297.05,-16.89,Dearborn Heights,Michigan,Consumer,Office Supplies
5698,108.26,25.51,Dearborn Heights,Michigan,Consumer,Office Supplies
5699,9.25,-4.21,Oak Creek,Wisconsin,Small Business,Office Supplies
5699,573.89,-121.44,Oak Creek,Wisconsin,Small Business,Office Supplies
5702,2039.39,199.73,Moreno Valley,California,Corporate,Technology
5703,357.96,10.44,Enid,Oklahoma,Consumer,Office Supplies
5735,2665.64,-107.49,Highlands Ranch,Colorado,Home Office,Furniture
5760,5261.73,650.30,Huntsville,Texas,Home Office,Furniture
5764,193.79,-117.16,Salt Lake City,Utah,Small Business,Office Supplies
5765,849.46,9.06,Gastonia,North Carolina,Corporate,Office Supplies
5767,163.54,-95.06,Laramie,Wyoming,Small Business,Office Supplies
5767,2390.54,756.10,Laramie,Wyoming,Small Business,Technology
5799,9626.86,1882.20,Woodbury,Minnesota,Small Business,Office Supplies
5828,6005.21,-450.70,Montclair,Virginia,Home Office,Furniture
5830,2012.14,241.74,Somerville,MA,Corporate,Furniture
5856,10307.01,3025.59,Thornton,Colorado,Small Business,Furniture
5858,2531.66,354.74,Albany,Oregon,Small Business,Office Supplies
5858,5382.3105,1419.05,Aloha,Oregon,Small Business,Technology
5860,56.73,8.33,Logan,Utah,Consumer,Office Supplies
5863,933.21,207.18,Saint Peters,MO,Corporate,Furniture
5890,813.535,435.95,Prior Lake,Minnesota,Consumer,Technology
5891,44.45,-17.46,Highlands Ranch,Colorado,Home Office,Office Supplies
5894,384.33,87.68,Arlington Heights,Illinois,Corporate,Office Supplies
5894,239.03,-68.22,Aurora,Illinois,Corporate,Office Supplies
5920,582.59,-121.75,Midwest City,Oklahoma,Consumer,Office Supplies
5921,384.74,2.69,Lakeland,Florida,Corporate,Office Supplies
5925,3922.42,-354.90,Elmhurst,Illinois,Home Office,Furniture
5925,1733.3625,-267.01,Elmhurst,Illinois,Home Office,Technology
5954,18316.3,4569.06,Peachtree City,Georgia,Corporate,Technology
5957,68.32,-66.72,Bessemer,Alabama,Small Business,Office Supplies
5957,536.38,-258.80,Birmingham,Alabama,Small Business,Furniture
5957,391.8755,-38.02,Birmingham,Alabama,Small Business,Technology
5958,2036.97,-2397.44,Menlo Park,California,Small Business,Technology
5958,2629.664,27.74,Stockton,California,Small Business,Furniture
5984,394.62,-31.39,Huntington Beach,California,Consumer,Office Supplies
5984,464.64,14.48,Huntington Beach,California,Consumer,Furniture
5984,96.68,22.25,Huntington Beach,California,Consumer,Furniture
5986,5556.18,1638.48,Upper Saint Clair,Pennsylvania,Small Business,Office Supplies
5986,1021.55,64.81,Upper Saint Clair,Pennsylvania,Small Business,Furniture
5986,205.24,-148.77,Upper Saint Clair,Pennsylvania,Small Business,Technology
5988,19109.61,-379.29,Urbandale,Iowa,Home Office,Technology
5989,155.48,-6.64,Roseville,California,Corporate,Office Supplies
5989,56.77,-3.20,Roseville,California,Corporate,Office Supplies
5990,63.91,-27.78,Inglewood,California,Home Office,Office Supplies
6016,208.28,3.63,Lansing,Illinois,Home Office,Office Supplies
6018,206.09,36.04,Gainesville,Georgia,Home Office,Furniture
6018,124.25,-55.78,Hinesville,Georgia,Home Office,Office Supplies
6020,66.09,13.71,Maryville,Tennessee,Corporate,Office Supplies
6050,261.94,-219.78,Plainview,New York,Small Business,Technology
6050,9574.82,-505.98,Plainview,New York,Small Business,Furniture
6053,16.08,-3.75,Plum,Pennsylvania,Corporate,Office Supplies
6054,27.32,-5.87,Vallejo,California,Corporate,Furniture
6054,643.31,-231.34,Vallejo,California,Corporate,Office Supplies
6086,1734.72,57.89,East Orange,New Jersey,Corporate,Office Supplies
6112,1597.37,-533.69,Maryville,Tennessee,Corporate,Furniture
6112,1753.958,382.39,Maryville,Tennessee,Corporate,Technology
6115,409.08,78.86,Fort Dodge,Iowa,Consumer,Furniture
6116,150.77,-72.23,Belchertown,MA,Corporate,Technology
6116,9620.82,-1759.58,Forest Park,Illinois,Corporate,Office Supplies
6117,157.03,13.21,Logan,Utah,Home Office,Furniture
6144,67.35,22.63,Kalamazoo,Michigan,Corporate,Office Supplies
6144,1472.31,-223.59,Kalamazoo,Michigan,Corporate,Furniture
6148,510.56,-29.40,Ithaca,New York,Small Business,Furniture
6148,389.52,116.37,Ithaca,New York,Small Business,Furniture
6150,191.14,82.65,Hobbs,New Mexico,Small Business,Office Supplies
6179,477.53,197.76,Newark,Delaware,Consumer,Office Supplies
6179,2690.7515,234.61,Newark,Delaware,Consumer,Technology
6180,2443.342,590.32,Meridian,Idaho,Home Office,Technology
6182,255.48,-116.79,Crystal Lake,Illinois,Corporate,Office Supplies
6182,130.32,-67.28,Crystal Lake,Illinois,Corporate,Office Supplies
6183,1991.93,951.50,Birmingham,Alabama,Small Business,Office Supplies
6211,67.72,-142.67,Lafayette,Louisiana,Corporate,Office Supplies
6211,68.64,-38.93,Lake Charles,Louisiana,Corporate,Office Supplies
6241,133.94,45.00,Coral Springs,Florida,Small Business,Office Supplies
6241,5433.0895,1365.28,Coral Springs,Florida,Small Business,Technology
6246,52.38,11.72,Rapid City,South Dakota,Home Office,Office Supplies
6272,497.4,37.90,Bristol,Tennessee,Corporate,Furniture
6272,4965.384,-175.46,Bristol,Tennessee,Corporate,Furniture
6272,358.4195,-275.06,Bristol,Tennessee,Corporate,Technology
6272,3232.68,875.45,Chattanooga,Tennessee,Corporate,Furniture
6274,46.36,-56.73,Aurora,Colorado,Home Office,Furniture
6279,3283.74,723.33,Reston,Virginia,Consumer,Office Supplies
6304,199.11,-83.33,Eugene,Oregon,Corporate,Office Supplies
6309,29.79,3.76,Littleton,Colorado,Corporate,Office Supplies
6310,216.95,-88.82,Alamogordo,New Mexico,Consumer,Furniture
6311,1297.4485,4.21,Bartlesville,Oklahoma,Corporate,Technology
6336,320.26,-84.13,Newnan,Georgia,Home Office,Office Supplies
6337,3397.72,-912.08,Bettendorf,Iowa,Corporate,Furniture
6337,449.42,-261.61,Bettendorf,Iowa,Corporate,Furniture
6339,303.69,-50.84,Goldsboro,North Carolina,Corporate,Office Supplies
6368,19100.45,6839.95,Louisville,Colorado,Corporate,Technology
6369,14922.16,545.70,Saco,Maine,Corporate,Furniture
6373,62.77,-36.84,Saco,Maine,Home Office,Office Supplies
6374,857.42,51.18,Lincoln Park,Michigan,Corporate,Technology
6374,2.24,-1.97,Lincoln Park,Michigan,Corporate,Office Supplies
6402,373.33,-22.18,Homewood,Alabama,Corporate,Office Supplies
6403,17874.26,6247.95,Hilliard,Ohio,Small Business,Office Supplies
6406,92.63,-70.80,Fort Lauderdale,Florida,Home Office,Office Supplies
6432,311.08,-38.45,Norristown,Pennsylvania,Corporate,Office Supplies
6433,159.26,73.89,Bethesda,Maryland,Home Office,Office Supplies
6434,59.58,14.49,Marshalltown,Iowa,Corporate,Office Supplies
6438,75.72,20.29,Dallas,Texas,Corporate,Furniture
6438,225.21,-66.16,Dallas,Texas,Corporate,Office Supplies
6464,57.84,-41.77,Ellicott City,Maryland,Consumer,Office Supplies
6464,3991.99,-1014.11,Ellicott City,Maryland,Consumer,Furniture
6465,240.14,57.78,West Scarborough,Maine,Small Business,Office Supplies
6498,336.85,-40.76,Parkersburg,West Virginia,Home Office,Technology
6500,448.07,-141.02,Mount Vernon,Washington,Home Office,Technology
6500,38.29,-16.15,Mount Vernon,Washington,Home Office,Office Supplies
6501,236.99,-95.79,Maryville,Tennessee,Corporate,Office Supplies
6501,4617.336,978.35,Memphis,Tennessee,Corporate,Technology
6502,116.11,-36.46,Reading,Pennsylvania,Home Office,Office Supplies
6502,306.92,13.46,Reading,Pennsylvania,Home Office,Office Supplies
6529,89.71,20.71,Oak Ridge,Tennessee,Small Business,Office Supplies
6531,188.23,-145.10,Palm Springs,California,Home Office,Office Supplies
6531,541.95,143.04,Palm Springs,California,Home Office,Office Supplies
6535,312.36,-19.33,Alton,Illinois,Corporate,Office Supplies
6560,169.18,-18.73,Owensboro,Kentucky,Corporate,Office Supplies
6560,8252.392,1853.19,Paducah,Kentucky,Corporate,Furniture
6562,17274.87,2028.12,Seattle,Washington,Consumer,Technology
6564,448.23,110.60,Petaluma,California,Consumer,Technology
6566,748.83,250.01,Paradise,California,Corporate,Technology
6592,194.29,-177.17,Pasadena,Texas,Consumer,Office Supplies
6592,1621.1,-971.36,Pasadena,Texas,Consumer,Office Supplies
6596,18028.07,8157.70,Saint Paul,Minnesota,Corporate,Technology
6625,21062.91,5713.53,Gainesville,Florida,Corporate,Furniture
6656,1802,508.96,Wilkinsburg,Pennsylvania,Small Business,Office Supplies
6656,1832.22,805.43,Wilkinsburg,Pennsylvania,Small Business,Office Supplies
6661,19224.92,6635.15,West Linn,Oregon,Small Business,Technology
6661,778.62,247.24,West Linn,Oregon,Small Business,Furniture
6693,40.85,6.46,San Jose,California,Corporate,Office Supplies
6695,295.24,-279.93,Wellesley,MA,Corporate,Office Supplies
6720,164.62,-93.71,Montgomery,Alabama,Home Office,Office Supplies
6720,4225.77,-1393.69,Opelika,Alabama,Home Office,Furniture
6720,53.89,17.63,Opelika,Alabama,Home Office,Office Supplies
6727,33.43,8.47,Shirley,New York,Consumer,Office Supplies
6753,53.14,14.57,East Los Angeles,California,Small Business,Furniture
6754,2388.636,191.00,Cuyahoga Falls,Ohio,Corporate,Technology
6755,156.47,-39.23,Georgetown,Texas,Home Office,Office Supplies
6757,869.78,43.36,Portland,Oregon,Small Business,Office Supplies
6757,2503.008,-298.62,Portland,Oregon,Small Business,Furniture
6785,181.32,80.32,Homewood,Alabama,Home Office,Furniture
6788,127.84,12.69,San Luis Obispo,California,Small Business,Office Supplies
6788,11.15,-2.62,San Luis Obispo,California,Small Business,Office Supplies
6791,730.33,110.77,Bozeman,Montana,Small Business,Technology
6823,1262.72,490.28,Superior,Wisconsin,Small Business,Office Supplies
6823,524.19,-135.46,Waukesha,Wisconsin,Small Business,Technology
6848,116.84,-125.44,Greenville,North Carolina,Consumer,Office Supplies
6850,81.56,-7.23,Las Vegas,Nevada,Corporate,Technology
6850,2088.5,675.07,Las Vegas,Nevada,Corporate,Technology
6850,2126.72,150.04,North Las Vegas,Nevada,Corporate,Office Supplies
6850,3753.72,-556.25,North Las Vegas,Nevada,Corporate,Furniture
6854,22.13,-2.39,Royal Palm Beach,Florida,Consumer,Office Supplies
6854,129.84,2.39,Royal Palm Beach,Florida,Consumer,Furniture
6880,235.49,21.78,Bakersfield,California,Consumer,Office Supplies
6884,217,-61.21,Lombard,Illinois,Home Office,Office Supplies
6884,296.13,119.09,Lombard,Illinois,Home Office,Office Supplies
6885,481.27,-181.27,Northampton,MA,Corporate,Furniture
6885,879.54,166.93,Saco,Maine,Corporate,Technology
6886,8177.07,2385.30,Citrus Heights,California,Consumer,Office Supplies
6912,294.52,15.34,Iselin,New Jersey,Small Business,Office Supplies
6916,436.17,-141.27,Oak Forest,Illinois,Consumer,Office Supplies
6918,1559.5,515.83,Flower Mound,Texas,Consumer,Technology
6947,520.49,-51.01,Rogers,Arkansas,Small Business,Furniture
6948,1143.88,-88.70,Muskego,Wisconsin,Corporate,Technology
6950,187.3995,-225.30,Hoboken,New Jersey,Home Office,Technology
6978,371.95,-87.40,Highlands Ranch,Colorado,Home Office,Technology
6979,334.89,-1.44,Little Rock,Arkansas,Home Office,Technology
6980,136.29,-77.28,Lake In The Hills,Illinois,Consumer,Office Supplies
6982,1311.25,407.44,Romeoville,Illinois,Corporate,Technology
6982,544.41,-338.27,Saint Charles,Illinois,Corporate,Furniture
6982,844.09,52.56,Saint Charles,Illinois,Corporate,Furniture
7015,1880.8,775.88,Blaine,Minnesota,Home Office,Technology
7015,7143.927,2374.73,Blaine,Minnesota,Home Office,Technology
7042,1187.864,-347.16,Redondo Beach,California,Home Office,Furniture
7043,11.08,-8.93,Menlo Park,California,Corporate,Furniture
7072,258.61,-15.96,Plum,Pennsylvania,Corporate,Office Supplies
7075,241.89,-83.30,East Orange,New Jersey,Corporate,Office Supplies
7075,83.34,-93.18,Rahway,New Jersey,Corporate,Office Supplies
7077,304.52,25.34,West Valley City,Utah,Consumer,Office Supplies
7078,112.12,-8.45,Lewiston,Idaho,Corporate,Office Supplies
7078,49.58,-47.02,Lewiston,Idaho,Corporate,Office Supplies
7078,1939.65,-885.73,Lewiston,Idaho,Corporate,Furniture
7078,465.52,65.35,Lewiston,Idaho,Corporate,Furniture
7079,12296.49,-416.70,West Babylon,New York,Small Business,Furniture
7079,128.13,-34.91,West Babylon,New York,Small Business,Office Supplies
7105,77.19,-81.35,Covington,Kentucky,Corporate,Office Supplies
7106,118.98,-12.77,Minnetonka Mills,Minnesota,Home Office,Office Supplies
7106,4910.09,1669.38,Minnetonka Mills,Minnesota,Home Office,Technology
7106,1058.45,-386.02,Minnetonka Mills,Minnesota,Home Office,Office Supplies
7107,172.04,143.08,Benton,Arkansas,Corporate,Furniture
7107,113.14,-21.23,Bentonville,Arkansas,Corporate,Office Supplies
7107,1724.82,407.80,Bentonville,Arkansas,Corporate,Office Supplies
7110,6396.2,1902.24,Crystal Lake,Illinois,Corporate,Furniture
7136,642.9,88.72,Council Bluffs,Iowa,Home Office,Technology
7136,47.28,17.05,Council Bluffs,Iowa,Home Office,Office Supplies
7142,132.86,57.00,Pleasant Grove,Utah,Corporate,Office Supplies
7169,446.72,-39.00,Southgate,Michigan,Corporate,Furniture
7169,1580.6005,303.53,Southgate,Michigan,Corporate,Technology
7171,1703.8505,316.06,Lebanon,Tennessee,Consumer,Technology
7171,303.1865,92.59,Lebanon,Tennessee,Consumer,Technology
7174,141.92,12.20,Escondido,California,Consumer,Furniture
7175,748.25,-86.99,Ozark,MO,Corporate,Furniture
7203,21752.01,9296.35,Edmonds,Washington,Corporate,Office Supplies
7239,6206.16,1416.27,Papillion,Nebraska,Small Business,Office Supplies
7267,262.32,5.16,Oakton,Virginia,Consumer,Office Supplies
7269,1707.99,391.19,Oakton,Virginia,Consumer,Technology
7297,936.95,-0.74,Bennington,Vermont,Small Business,Furniture
7297,296.84,-71.83,Ridgewood,New Jersey,Small Business,Technology
7297,1620.94,-969.05,Sanford,Maine,Small Business,Furniture
7301,959.089,124.99,Mount Vernon,New York,Corporate,Technology
7335,3681.7495,1196.44,Lakeland,Florida,Corporate,Technology
7363,875.52,5.71,Monroe,Louisiana,Corporate,Furniture
7364,260.39,-48.57,Independence,MO,Corporate,Office Supplies
7367,269.93,119.64,Bangor,Maine,Small Business,Office Supplies
7367,303.62,-59.98,Killingly Center,Connecticut,Small Business,Technology
7398,55.77,-4.37,Roy,Utah,Corporate,Office Supplies
7398,2181.44,-896.34,Roy,Utah,Corporate,Office Supplies
7427,16002.29,4604.79,Lincoln Park,Michigan,Corporate,Office Supplies
7427,182.26,60.61,Lincoln Park,Michigan,Corporate,Office Supplies
7429,1379.34,-470.85,Hanover,Pennsylvania,Home Office,Technology
7429,168.25,101.78,Hanover,Pennsylvania,Home Office,Furniture
7430,751.77,353.20,Forest Park,Illinois,Corporate,Office Supplies
7431,78.81,-93.25,West Valley City,Utah,Consumer,Furniture
7457,2300.45,624.64,Apopka,Florida,Small Business,Office Supplies
7457,548.11,124.24,Apopka,Florida,Small Business,Office Supplies
7458,226.81,-5.37,Andover,MA,Corporate,Office Supplies
7458,511.07,-165.74,Easton,MA,Corporate,Technology
7458,337.34,-69.84,San Francisco,California,Corporate,Technology
7461,4080.3,593.79,Englewood,Colorado,Home Office,Furniture
7461,260.79,111.40,Englewood,Colorado,Home Office,Office Supplies
7461,90.35,-16.72,Englewood,Colorado,Home Office,Office Supplies
7462,72.63,-26.94,Appleton,Wisconsin,Small Business,Office Supplies
7488,26.09,-1.76,North Las Vegas,Nevada,Corporate,Office Supplies
7489,6900.13,552.97,Cedar Rapids,Iowa,Home Office,Furniture
7521,1942.1735,400.82,North Kingstown,Rhode Island,Small Business,Technology
7527,560.39,186.87,Richmond,Virginia,Small Business,Furniture
7527,7062.616,2288.64,Richmond,Virginia,Small Business,Technology
7552,1406.49,332.52,North Las Vegas,Nevada,Corporate,Office Supplies
7552,587.71,26.28,North Las Vegas,Nevada,Corporate,Office Supplies
7553,1079.19,46.80,Mount Vernon,Washington,Home Office,Furniture
7553,19.05,-14.81,Mount Vernon,Washington,Home Office,Office Supplies
7559,90.37,-374.82,Albany,Georgia,Corporate,Office Supplies
7559,806.05,-63.39,Albany,Georgia,Corporate,Technology
7585,650.1395,22.57,Sparks,Nevada,Consumer,Technology
7619,141.77,-24.48,North Olmsted,Ohio,Consumer,Technology
7623,5459.32,1603.12,Rochester,New York,Corporate,Office Supplies
7623,1793.42,21.50,Rochester,New York,Corporate,Technology
7623,3080.07,1480.15,Rochester,New York,Corporate,Office Supplies
7653,1425.06,597.31,Deland,Florida,Consumer,Office Supplies
7654,19.47,-14.29,Boise,Idaho,Small Business,Office Supplies
7680,1141.37,-0.14,Cottage Lake,Washington,Small Business,Office Supplies
7719,522.62,34.52,Mount Vernon,Washington,Home Office,Office Supplies
7744,4286.55,1416.70,Lima,Ohio,Corporate,Office Supplies
7744,8.34,-3.44,Lorain,Ohio,Corporate,Office Supplies
7746,28.96,-27.07,Boise,Idaho,Consumer,Office Supplies
7751,4547.9,-768.14,Lewiston,Maine,Corporate,Furniture
7776,7223.59,1769.81,Paducah,Kentucky,Corporate,Furniture
7776,934.216,-4.34,Paducah,Kentucky,Corporate,Furniture
7782,1205.73,310.93,New Bern,North Carolina,Corporate,Office Supplies
7783,31.35,-14.62,Boca Raton,Florida,Corporate,Office Supplies
7812,475.9,-5.18,Carlsbad,California,Corporate,Furniture
7812,3635.63,104.48,Carlsbad,California,Corporate,Furniture
7815,187.37,-125.96,Kingsport,Tennessee,Home Office,Technology
7840,157.56,-139.35,Bakersfield,California,Consumer,Technology
7841,1002.77,295.60,Amarillo,Texas,Consumer,Furniture
7841,178.14,56.30,Amarillo,Texas,Consumer,Furniture
7845,118.56,-63.38,Waukesha,Wisconsin,Small Business,Office Supplies
7845,2145.05,1012.67,Waukesha,Wisconsin,Small Business,Office Supplies
7846,2926.33,499.27,Camp Springs,Maryland,Corporate,Office Supplies
7846,40.05,-10.22,Camp Springs,Maryland,Corporate,Office Supplies
7846,552.87,-64.82,Camp Springs,Maryland,Corporate,Technology
7846,26.33,-33.61,Camp Springs,Maryland,Corporate,Furniture
7878,3904.12,-1508.46,Joplin,MO,Corporate,Furniture
7878,343.64,13.29,Joplin,MO,Corporate,Furniture
7878,256.64,-28.29,Joplin,MO,Corporate,Office Supplies
7904,298.3,146.72,Corvallis,Oregon,Corporate,Office Supplies
7905,11057.6,183.90,Land O Lakes,Florida,Small Business,Furniture
7906,1003.06,271.78,Batavia,Illinois,Consumer,Office Supplies
7909,122.23,24.55,Lake Oswego,Oregon,Home Office,Office Supplies
7910,1871.13,346.43,Chester,Pennsylvania,Small Business,Furniture
7910,729.57,250.43,Chester,Pennsylvania,Small Business,Office Supplies
7936,2851.17,-868.88,Edgewood,Maryland,Corporate,Furniture
7936,183.43,-41.86,Edgewood,Maryland,Corporate,Office Supplies
7938,334.66,132.56,Colchester,Connecticut,Corporate,Office Supplies
7938,139.19,-86.73,Parsippany,New Jersey,Corporate,Office Supplies
7938,2026.05,-357.65,Pomona,California,Corporate,Furniture
7941,2796.67,801.04,Salisbury,North Carolina,Corporate,Office Supplies
7968,1449.21,-270.00,Muscatine,Iowa,Consumer,Furniture
8000,149.25,-26.81,Harrison,New York,Small Business,Office Supplies
8000,10.14,-7.61,Harrison,New York,Small Business,Office Supplies
8001,37.7,-81.08,Santa Clara,California,Consumer,Office Supplies
8001,1059.72,112.22,Santa Clara,California,Consumer,Office Supplies
8005,790.63,52.32,Roy,Utah,Small Business,Office Supplies
8006,197.15,-23.34,Hamilton,Ohio,Consumer,Office Supplies
8007,820.5645,-800.25,Red Wing,Minnesota,Corporate,Technology
8007,3332.06,412.63,Rome,Georgia,Corporate,Technology
8033,118.18,-133.62,Franklin,Wisconsin,Small Business,Office Supplies
8034,354.45,11.38,Chapel Hill,North Carolina,Corporate,Office Supplies
8034,238.43,-36.11,Chapel Hill,North Carolina,Corporate,Office Supplies
8034,1606.4,-1231.35,Chapel Hill,North Carolina,Corporate,Furniture
8035,104.38,-24.20,Bethel Park,Pennsylvania,Corporate,Office Supplies
8039,1199.7,3.22,Plainview,New York,Small Business,Office Supplies
8064,10445.95,1069.61,Carol City,Florida,Home Office,Furniture
8065,1125.76,379.28,Hackensack,New Jersey,Small Business,Furniture
8070,622.72,76.51,Douglasville,Georgia,Home Office,Office Supplies
8097,7522.8,3187.37,Derry,New Hampshire,Home Office,Office Supplies
8101,3491.71,-1216.64,Citrus Heights,California,Consumer,Furniture
8101,485.16,-9.32,Claremont,California,Consumer,Office Supplies
8103,457.68,107.38,San Juan,Texas,Corporate,Office Supplies
8130,66.33,-47.23,Poinciana,Florida,Consumer,Office Supplies
8131,717.29,191.29,Michigan City,Indiana,Home Office,Technology
8132,229.35,-165.45,Glendale,Arizona,Home Office,Technology
8132,294.86,-141.12,Glendale,Arizona,Home Office,Office Supplies
8133,405.53,130.52,Alexandria,Louisiana,Corporate,Office Supplies
8135,772.412,-184.69,Wilmington,North Carolina,Consumer,Technology
8161,112.72,39.19,Menlo Park,California,Consumer,Office Supplies
8162,670.39,-82.26,Jamestown,New York,Small Business,Technology
8162,5618.4,1314.12,Jamestown,New York,Small Business,Technology
8162,5450.6,10.86,Jamestown,New York,Small Business,Office Supplies
8165,183.45,-149.66,Pleasant Grove,Utah,Corporate,Office Supplies
8167,30.95,-16.48,Cottage Lake,Washington,Small Business,Office Supplies
8167,1449.301,432.38,Cottage Lake,Washington,Small Business,Technology
8195,51.3,-32.48,Ellicott City,Maryland,Consumer,Office Supplies
8195,8.48,-7.90,Essex,Maryland,Consumer,Furniture
8195,87.52,-70.02,Essex,Maryland,Consumer,Office Supplies
8224,89.77,9.92,Shaker Heights,Ohio,Corporate,Office Supplies
8227,162.25,-43.21,Newton,Iowa,Small Business,Technology
8229,3565.27,-502.81,Holland,Michigan,Home Office,Technology
8229,241.01,-4.69,Holland,Michigan,Home Office,Office Supplies
8231,79.44,29.85,Muskogee,Oklahoma,Corporate,Office Supplies
8231,110.03,-31.33,Muskogee,Oklahoma,Corporate,Furniture
8257,7486.09,-2561.32,Prior Lake,Minnesota,Consumer,Technology
8257,881.32,373.67,Prior Lake,Minnesota,Consumer,Office Supplies
8257,22.77,-6.20,Prior Lake,Minnesota,Consumer,Office Supplies
8258,434.77,-155.21,Mansfield,Texas,Corporate,Office Supplies
8259,2130.22,-584.60,Atlanta,Georgia,Consumer,Furniture
8288,1337.81,407.12,Russellville,Arkansas,Corporate,Office Supplies
8289,572.74,53.31,Sparks,Nevada,Consumer,Office Supplies
8290,209.02,101.80,Inkster,Michigan,Home Office,Office Supplies
8292,299.87,130.04,Camden,New Jersey,Corporate,Office Supplies
8293,75.03,-31.52,Taylors,South Carolina,Small Business,Office Supplies
8293,1497.7595,483.66,Waldorf,Maryland,Small Business,Technology
8294,197.574,-90.84,Bradenton,Florida,Home Office,Technology
8295,835.1505,158.18,Enterprise,Alabama,Consumer,Technology
8295,771.834,-295.43,Enterprise,Alabama,Consumer,Technology
8320,150.34,-28.45,Carlsbad,California,Home Office,Office Supplies
8320,1142.36,72.78,Seymour,Connecticut,Home Office,Technology
8323,766.9635,-88.25,Youngstown,Ohio,Home Office,Technology
8325,2364.29,-220.05,Salinas,California,Home Office,Technology
8325,112.57,13.92,Salinas,California,Home Office,Office Supplies
8353,286.9,-36.63,Seattle,Washington,Consumer,Technology
8353,46.4,-2.12,Seattle,Washington,Consumer,Office Supplies
8384,4935.72,-698.09,Land O Lakes,Florida,Small Business,Furniture
8387,1133.96,185.09,Post Falls,Idaho,Corporate,Office Supplies
8388,290.3,25.16,Kenosha,Wisconsin,Home Office,Furniture
8388,434.11,24.85,La Crosse,Wisconsin,Home Office,Office Supplies
8388,288.9,96.34,La Crosse,Wisconsin,Home Office,Office Supplies
8390,715.4,-99.34,Prairie Village,Kansas,Home Office,Technology
8391,1266.72,-268.36,Mundelein,Illinois,Corporate,Furniture
8416,22.07,-15.45,Lafayette,Louisiana,Small Business,Office Supplies
8419,368.04,70.39,Kankakee,Illinois,Small Business,Office Supplies
8419,152.6,-86.62,Kankakee,Illinois,Small Business,Office Supplies
8422,1003.71,-22.82,Goffstown,New Hampshire,Home Office,Technology
8422,4212.752,-715.78,Sanford,Maine,Home Office,Furniture
8450,1307,428.99,Danville,Kentucky,Home Office,Office Supplies
8450,41.39,-12.02,Danville,Kentucky,Home Office,Office Supplies
8454,218.77,-188.13,Spring,Texas,Small Business,Office Supplies
8480,76.36,-58.40,Mentor,Ohio,Corporate,Office Supplies
8480,309.9015,-558.42,Mentor,Ohio,Corporate,Technology
8513,163.78,-43.03,Colchester,Vermont,Small Business,Technology
8513,84.64,-9.29,Madison,New Jersey,Small Business,Office Supplies
8515,729.92,99.31,Redford,Michigan,Small Business,Technology
8545,113.75,-77.34,Shawnee,Kansas,Small Business,Office Supplies
8545,3081.95,-662.80,Shawnee,Kansas,Small Business,Furniture
8546,51.94,-12.48,Roanoke,Virginia,Small Business,Technology
8551,185.64,-69.87,Kansas City,MO,Corporate,Office Supplies
8551,225.98,-135.74,Kansas City,MO,Corporate,Office Supplies
8576,541.45,-164.25,Gilroy,California,Corporate,Office Supplies
8578,366.87,-1.79,Harrisonburg,Virginia,Corporate,Furniture
8580,151.49,-3.95,Delray Beach,Florida,Consumer,Office Supplies
8580,308.22,-215.57,Deltona,Florida,Consumer,Office Supplies
8582,1556.55,436.02,Saratoga,California,Home Office,Furniture
8609,72.0035,-108.08,Bremerton,Washington,Corporate,Technology
8614,1289.127,-16.34,Corvallis,Oregon,Corporate,Technology
8642,151.05,-76.14,Athens,Georgia,Corporate,Office Supplies
8642,133.04,49.69,Athens,Georgia,Corporate,Office Supplies
8646,85.85,-327.65,Altamonte Springs,Florida,Consumer,Office Supplies
8646,14377.78,4161.98,Altamonte Springs,Florida,Consumer,Furniture
8646,994.27,-127.11,Altamonte Springs,Florida,Consumer,Technology
8646,9558.65,2154.07,Altamonte Springs,Florida,Consumer,Furniture
8677,1610.76,-8.67,Hudson,New Hampshire,Corporate,Office Supplies
8678,937.8,27.12,Pine Bluff,Arkansas,Consumer,Office Supplies
8679,446.06,161.32,North Las Vegas,Nevada,Home Office,Office Supplies
8704,449.17,198.83,Vestavia Hills,Alabama,Home Office,Office Supplies
8704,79.81,5.48,Vestavia Hills,Alabama,Home Office,Office Supplies
8709,2451.41,773.36,Tulsa,Oklahoma,Home Office,Technology
8709,851.24,-149.46,Tulsa,Oklahoma,Home Office,Technology
8710,63.34,-76.02,Pharr,Texas,Corporate,Office Supplies
8710,151.35,8.33,Pharr,Texas,Corporate,Office Supplies
8768,2422.4405,568.18,Boise,Idaho,Small Business,Technology
8773,220.7875,-305.32,Mankato,Minnesota,Home Office,Technology
8801,2593.08,-673.31,Trenton,Michigan,Consumer,Furniture
8801,2529.396,371.21,Trenton,Michigan,Consumer,Technology
8802,1866.12,400.69,Shreveport,Louisiana,Small Business,Office Supplies
8803,1184.11,-145.07,Hinesville,Georgia,Corporate,Office Supplies
8803,514.22,187.37,Kennesaw,Georgia,Corporate,Office Supplies
8807,428.14,-6.04,Ipswich,MA,Consumer,Office Supplies
8807,1379.3375,-78.54,Norwich,Connecticut,Consumer,Technology
8832,647.81,8.65,Menlo Park,California,Small Business,Furniture
